discount,categories,initial_price,brand,rating,final_price,currency,description,platform,price_z
323.7,"[""Home"",""Furniture"",""Bedroom Furniture"",""Beds"",""Queen Beds""]",499.99,SHA CERLIN,4.9,176.0,USD,"Features:     NOTICE:&nbsp;The color of the velvet fabric will change according to the intensity of the light, and the bed frame will have a great color difference under different lights.   VELVET BED JUST FOR YOU:&nbsp;Upholstered in plush velvet, our luxurious bed is the best choice for your classy life, complete with upholstered side rails and a padded queen headboard, finally you can have style and comfy at the very same time.   WE GOT YOUR â€˜BACKâ€™:&nbsp;The high-quality steel with ultimate strength and safety design is showing our concern for your safety, with a series of durable, evenly-spaced slats we can now support you and your mattress even better.   THE STRONG FIT EVERYTHING:&nbsp;Spring, memory foam, latex, or hybrid mattress. We make sure all kinds of a mattress can fit right into the cozy vibe you want.   DETAIL MATTERS:&nbsp;The re-designed Multi-Wood Slats provide better ventilation to ensure your mattress maintains its freshness and also offer a bit of taste of nature.   NO BOX SPRING REQUIRED:&nbsp;Use with or without a box Spring to personalize your mattress Height. Light sweet dreams should never be limited by box spring.      Specifications:     Color Available: Blue / Pink / Green / Black / White   Size Available: Full / Queen / King   Weight Capacity: 800 / 800 / 1000 lbs   Package Weight: 66 / 69 / 85 lbs   Item Weight: 60.4 / 63.7 / 79.37 lbs   Material: Velvet &amp; Metal &amp; Wood   Assembly Required: Yes   Box Spring Required: No   Age group: Adults   Package Content: Headboard, Hardware, Bed frame, Slats, Instructions (Mattress not included)      Dimensions:     Full: 79.5'' L * 54.3'' W * 44.9'' H   Queen:&nbsp;83.1'' L * 60.6'' W * 44.9'' H   King:&nbsp;83.1'' L * 76.4'' W * 44.9'' H   Explore More for Sha Cerlin products   ",Walmart,0.8367591724902484
323.0,"[""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Bar Stools & Counter Stools"",""Shop All Bar Stools & Counter Stools""]",562.99,AUSTUFF,4.4,240.0,USD,"       ğŸ‘ã€360-degree Swivel Functionã€‘This barstool is Finished with a convenient and smooth 360-degree swivel function, which can enable you and your guests to rotate in any direction effortlessly when communicating, making dining and socializing easier.    ğŸ‘ã€Vintage Designã€‘Bar stools for kitchen island offer a sophisticated design, which is refined with beautiful nailhead trim; Button-tufted Craft Backrest; wooden framed; high-resilient foam upholstered which is covered with premium and skin-friendly soft velvet fabric, which has a delicate touch and is tight and durable for easy clean.    ğŸ‘ã€Extreme Comfortã€‘Bar stool set filled with a High-density soft sponge cushioned seat and thickened back can relax the body and Provide strong support for comfortable sitting, bringing you extreme comfort.    ğŸ‘ã€Stable Structureã€‘High-quality solid birch wood frame ensures structural stability of the counter stools, which provides excellent durability; footrest platform for relaxed sitting posture, facilitate better sitting positions and reduce stress on your knee joints; Anti-slip feet caps ensure balance and avoid floor scratching and tipping over. Weight Capacity: 330 lbs.    ğŸ‘ã€Multi-choicesã€‘26inch or 30inch barstool set of 2, barstool set of 4 are fully suitable for various occasions, like counters, coffee shops, pubs, home bars, bar Room, kitchen islands, Living Rooms, and Dining Room.    ğŸ‘ã€Easy to Assemble and A+ Serviceã€‘One adult can install stools in 25 minutes. If you have any questions, please feel free to contact us, we will provide the best solution within 24 hours.          Please Notes:       1. Start assembling under the clear graphic instructions of the manual.       2. Please allow Â± 0.1""measurement tolerance.       3. All the pictures are taken by actual samples, slight chromatic aberration may occur due to lighting or display.              Package Included:           2 x Bar Stools          1 x Assembly Instruction          All tools included     ",Walmart,1.252485001895695
288.0,"[""Patio & Garden"",""Sheds & Outdoor Storage"",""Sheds"",""Shop Sheds by Material"",""Wood Sheds""]",447.99,Aiho,4.3,160.0,USD,"Aiho 6 x 4 FT Storage&nbsp; with Sliding and Lockable Doors for Lawn Mower, Snow Blower in Patio     ğŸ¡ã€STORAGE SPACEã€‘- The overall size of the outdoor storage shed is 42.9 ""D*72.4 ""W*77.2 ""H, the door size is 29.5 ""W*66.9 ""H, there is enough storage space to store your lawn mower, snow blower and other garden equipment   ğŸ¡ã€DURABLE CONSTRUCTIONã€‘- The storage shed is made of galvanized and colorful steel panels with unique painting technology, waterproof, rust and corrosion resistant, sturdy and durable to withstand the test of time, weather and wear and tear   ğŸ¡ã€VERSATILEã€‘- sheds and outdoor storage sheds can be placed on lawns, in gardens or garages, used as tool sheds or pet houses   ğŸ¡ã€SLIDING DOUBLE DOORSã€‘- The sliding double doors of the storage shed are designed to minimize the footprint of the shed, making it suitable for all sizes of gardens, lawns, etc.   ğŸ¡ã€DRY ENVIRONMENTã€‘-The outdoor storage shed is designed with light-permeable panels and vents to ensure that the roof is not waterlogged and the interior is airy and well-lit to keep it dry.   ğŸ¡ã€EASY TO ASSEMBLEã€‘- The outdoor storage shed comes with instructions and assembly tools, each part is labeled with a number to help you complete the assembly.   ğŸ¡ã€AFTER-SALES SERVICEã€‘- If there is any problem, please write to us, our team will reply your email within 24 hours to solve your problem      Specification:     Size: 42.9 ""D*72.4 ""W*77.2 ""H   Weight: 93 lbs   Color: Gray/Brown/Green   Material: Alloy Steel   Door Style: Sliding Doors   Base Frame: NO   Water Resistance: Waterproof&nbsp;   UV Light Protection: UV Protection   Suitable Scenarios: Garden, Lawn, Patio, Garage   Number of Boxes: 1      Package includes:     1 x Metal Shed   1 x Assembly Instruction   1 x Gloves &amp; Kits &amp; Tools      Warm tip:     Gloves are included with the package. Please wear gloves to assemble the shed.  ",Walmart,0.7328277151388868
284.01,"[""Home"",""Furniture"",""Mattresses & Accessories"",""Memory Foam Mattresses""]",449.0,MLILY,4.7,165.0,USD,"          Each Jama mattress includes a waterproof, machine-washable Polyester Knit Protector.   The low-profile of our kid mattresses makes bedrails much safer and falls and rollovers less likely.   Medium Firm with Exclusive Memory Foams   Boxed for convenient shipping and easy setup   Wait 72 hours for your spring hybrid mattress to fully expand to its original shape   WORRY-FREE 10 YEARS WARRANTY:&nbsp;We believe that you will love this sleep item and are dedicated to giving you the best night of sleep through our superior products. If your mattress is defective or damaged during delivery, our U.S.-based customer support team will happily work with you to address any concerns to make it right. Please note that&nbsp;THERE IS NO TRIAL PERIOD, OPENED MATTRESSES CANNOT BE RETURNED.   Twin Size: 75""L x 38""W x 5""H   Full Size: 75""L x 54""W x 5""H   Queen Size: 80""L x 60""W x 5""H  ",Walmart,0.7653062955611872
281.0,"[""Patio & Garden"",""Patio Furniture"",""Shop All Patio Furniture""]",629.99,WestinTrends,4.8,349.0,USD,"   Better than wood: Made of durable, rust-proof all-weather high-density polyethylene (poly lumber) material with excellent durability. It can withstand the various environmental pressures of hot sun, heavy snow, salt spray and strong coastal wind.   Overall Dimension: Adirondack Chair 29.5""W x 34.25""D x 34.5""H. Coffee Table 35.5""W x 18""D x 16.2""H. Chair Backrest 18.75""W x 30.5""H. Seat depth 21.5"". Seat to Floor 14""H. Weight capacity 330 lbs.   Foldable and Stackable: Our folding Adirondack chairs can be easily folded and carried. Conveniently folds flat by removing two pins for easy transportation and storage. And you can take this patio chair out camping or fold it for storage when not in use to save more space on your patio.   Classic Style for Versatility: With stylish look and classic design, this adirondack chair set can blend perfectly into any decor. The semi-glossy surface with classic color adds movement and lightness to the chair. You can seat on it to enjoy leisure time in the living room, garden, patio, balcony and other areas.   Easy to Assemble and Maintain: Clear instructions and marine-grade quality hardware make assembly very easy(according to the instructions, the assembly can be completed within 25 minutes, Installation tools included). No need to paint or stain during maintenance, just clean with soap, water and soft brush or sandpaper sponge, no other maintenance is required.  ",Walmart,1.960518055101846
245.25,"[""Home"",""Decor"",""Rugs"",""Area Rugs"",""All Area Rugs""]",482.0,Bliss Rugs,4.9,237.0,USD,"Enjoy the collection of natural elements in this area rug. This durable rug features a montage of outdoor images and animal life. It is created in shades of tan and green, with red, brown, blue and black highlights. This design is sure to make you feel miles from civilization. The highly detailed images will make a lasting impression on your family and friends. It is constructed from 100% polypropylene for lasting quality. This rug is available in many sizes for versatility. You will find this rug easy to care for; vacuum regularly to maintain its appearance for years to come. Spot clean as needed with mild detergent, do not dry clean or bleach. Novelty 9x12 Area Rug (8'9'' x 12'3'') Lodge Multi-Color Living Room Easy to Clean. Good fit for living room, dining room, bedroom. Vacuum on medium pile setting to remove debris taking care to avoid fraying the edges. Spot clean with water, do not bleach. Rotate periodically to extend the life of your investment.",Walmart,1.2329978536423145
214.0,"[""Patio & Garden"",""Patio Furniture"",""Patio Sets"",""Patio Dining Sets"",""3 Piece Patio Dining Set""]",599.99,WestinTrends,4.9,386.0,USD,"   Better Than Wood: Made of durable, rust-proof and all weather high-density polyethylene material with excellent durability. Able to withstand various environmental pressures, including sun, snow and strong wind and will not easy to fade, dent, crack, peel or rot as wood.   Comfortable Seat: The curved and lengthened chair back effectively release spinal pressure and relieve fatigue. 103 degree elevation allows sitting deeper, more comfortable for long-term sitting. The armrests are wide enough to place commonly used cups and plates.   Classic Style for Versatility: With stylish look and classic design, this adirondack chair set can blend perfectly into any decor. The semi-glossy surface with classic color adds movement and lightness to the chair. You can seat on it to enjoy leisure time in the living room, garden, patio, balcony and other areas.   Maintenance Free: Requires no painting, staining, waterproofing, or similar maintenance. You can clean easily with soap, water, a soft-bristle brush or sanding sponge.   Installation and Warranty: Clear instructions and necessary hardware and tools are provided, the assembly can be completed within 25 minute. Our lounge chair set come with a 2 year warranty and our customer service team is at your service 24/7 and dedicate to satisfying our customers.  ",Walmart,2.2008595502268697
200.08,"[""Home"",""Bedding"",""Mattress Toppers & Pads"",""Mattress Toppers""]",279.96,Smiaoer,4.4,79.9,USD,"   ã€Pressure-reliving Comfortã€‘Our premium mattress topper will help to evenly distribute weight and remove strain from sensitive areas along the spine like the shoulders, lumbar region, and hips so that you wonâ€™t experience back pain or pressure buildup while you sleep.   ã€Cool in Summerã€‘Our premium blue gel topper features an open-cell design to wick away warm air and keep your body cool.   ã€No more Tossing and Turningã€‘Our topper is best for you if you have an older mattress that needs increased support or a new mattress that is too hard/soft and needs additional support or comfort. Especially recommended for anyone dealing with chronic pain as it has superior pressure point relief,&nbsp;provides spinal alignment,&nbsp;and increases circulation.   ã€Prolong &amp; Revitalise the life of your old or new mattressã€‘An affordable way to boost the support &amp; comfort of your new or old mattress,&nbsp;enabling you to get more for your investment.   ã€Multiple Usagesã€‘The mattress topper can be put directly on floor, on guest beds.Ideal for camping trips to use in your tent or caravan.   ã€Safer Sleepã€‘Breathe easier knowing we use&nbsp;CertiPUR-US certified foams&nbsp;that are made without&nbsp;harmful chemicals.We stand by our Memory Foam mattress&nbsp;topper&nbsp;with a 10-Year Limited Warranty.   ã€Product Dimensionsã€‘   Mattress Topper Twin Size: 74 x 37.5 inch   Mattress Topper Twin XL Size: 79 x 37.5 inch   Mattress Topper Full Size: 74 x 52.5 inch   Mattress Topper Queen Size: 79 x 59 inch   Mattress Topper King Size: 79 x 75 inch   ã€Which Height To Choose?ã€‘If you're not confident about how thick a topper you need,&nbsp;3 inches is a good place to start.   2-inch thick â€“&nbsp;This mattress topper provides an extra layer of supportive comfort while still allowing you to feel your existing mattress underneath.   3-inch thick â€“ for those looking for a bit more cushion and support or if youâ€™re looking for more insulation from your mattress.   4-inch thick â€“&nbsp;for those looking for&nbsp;a noticeably higher level of support or wants a decent temporary mattress alternative, excellent for side sleepers and people who tend to weigh more.   ã€Notes for customersã€‘Weâ€™ve designed our mattress topper to fit seamlessly with any conventional size of mattress. Once removed from the packaging, allow it to lay flat in a well-ventilated place&nbsp;for 12-48&nbsp;hours to expand fully.  ",Walmart,0.21252085677363267
182.0,"[""Home"",""Bedding"",""Comforters"",""Queen Comforters""]",238.99,Yalamila,4.4,57.0,USD,"Down White comforter Queen size,soft enough.When sleep in this fluffy down-filled cloud shaped comforter,you will enjoy the peaceful sleep.100% cotton shell is breathable,smooth.It allows body to retreat from the stuffiness,with stable quality.Pure down white comforter has box-stitch design to contain the fill and prevent shifting or bunching.The design also keeps the filling fixed.Remains evenly distributed over people.Provides all season warmth.Organic cotton comforter could be machine washable in cold water.Easy to care.  If you have any questions, please feel free to contact us.We guarantee satisfaction to customers. More products,please click?  Heavyweight down comforter  Down pillow  3 pc multiple colors comforter set  Body pillow  Waterproof mattress pad  2 inch thick mattress pad   5 inch feather down hotel mattress topper  7 in 1 adjustable wedge pillow",Walmart,0.06376895843949631
147.0,"[""Home"",""Furniture"",""Bedroom Furniture"",""Dressers"",""9 Drawer Dressers""]",199.99,Yangming,4.5,53.0,USD,"Are you tired of dealing with clutter and messy belongings? Our multifunction fabric storage tower is here to help! This sleek and stylish dresser is ideal for wherever you need to keep things organized, including bedrooms, living rooms, nurseries, and playrooms. With 9 spacious and foldable drawers, you can easily store and organize all your belongings, from clothes to toys and everything in between. Not only is this dresser functional, it's also built to last. A strong steel frame and water-resistant wood top offer stable support and ensure years of use, while 4 adjustable plastic feet protect your floor from scratches and uneven ground. Safety is also a top priority with our dresser. Anti-tipping accessories are included to prevent incidents and keep your family safe. Plus, the non-woven synthetic fabric is breathable, harmless, waterproof, and wear-resistant, making it suitable for children, teenagers, and adults. Assembly has never been easier! The tower of drawers comes with detailed instructions and all the necessary hardware for installation, so you can have it set up in no time. Get organized and make your life easier with our spacious and durable fabric storage tower.",Walmart,0.037786094101655905
135.0,"[""Patio & Garden"",""Outdoor Shade"",""Patio Umbrella Accessories"",""Full Bases""]",339.99,WestinTrends,4.2,205.0,USD,"   The offset patio umbrella can provide you with a shade and protection that can keep you cool and comfortable outside. A best choice for your garden, yard, pool, deck, background beach, balcony, restaurant, and any other outdoor area.   Durable long lasting 180 GSM polyester canopy fabric features fade resistant, water repellent and sun protection. Blocks up to 95% of UV rays, UV protection 30   Stay cool at all times, tilt the canopy from 90 to 180 degrees effortlessly with our ergonomically designed sliding handle, keeping the area protected throughout the day. while a wind vent cools air under the umbrella and enhance the stability.   Easy open/close with manual crank lift mechanism puts the umbrella up in just seconds with minimal effort, wrapped with strap to secure and protect the patio umbrella in a closed state.   The 8 long ribs are made of premium iron, and the 1.8 inch strong metal pole is sealed with a thick anti-oxidant coating to prevent corrosion and rust.   We proudly offer a 1-year warranty service and 24/7 customer service. If you have any questions about the product, please contact us.  ",Walmart,1.0251349389395914
131.0,"[""Home"",""Bedding"",""Bedding Sets"",""Bed In A Bag""]",162.99,Yalamila,4.3,32.0,USD,"Our pink down alternative reversible solid comforter is made of 100% polyester and overfilled with premium microfiber which is soft, breathable and good for all season. Provides you a noiseless comfortable sleep.Box stitch design of comforter keeps the fill in place and the four corner tabs make the blanket extremely easy to put on any duvet cover.Machine wash in the gentle cycle with cold water, sun-dry or tumble dry on low when needed. Since our comforter is roll up packaged, eliminating the need for regular fluffing.  If you have any questions, please feel free to contact us.We guarantee satisfaction to customers. More products,please clickâ†’  Heavyweight down comforter   All season Down comforter  Down pillow  Body pillow  Waterproof mattress pad  2 inch thick mattress pad"">2 inch thick mattress pad   5 inch feather down hotel mattress topper  7 in 1 adjustable wedge pillow  4 pieces sheet set  2 Pack cotton pillowcases  Cool blanket  Cool pillow  Body pillowcase",Walmart,-0.09862394367200623
130.0,"[""Home"",""Furniture"",""Office Furniture"",""Desk Chairs""]",199.99,JONPONY,4.4,70.0,USD,"   Feature:               Wide cushion allows you to relax in a larger space      The armless design does not restrict your movement space      High quality fabric, soft, breathable and comfortable      Memory foam padding with ergonomic design provides you with more comfortable support.      360Â° swivel, adjustable height mechanism and tilt control, the multifunctional design can meet the needs of daily life.      The Wheels Wide Office Chair and elegant and stylish design allows the chair to be used in multiple scenarios such as offices, conference rooms, bedrooms, living rooms, etc.                           Specification:                        Color: Beige      Tilt Function:100Â°-115Â°      Adjustable Seat Height:17.32inch-21.26inch      Seat Dimension:16.93 inch x 23.62 inch      Cushion Thickness:2.6 inch      Backrest Dimension:12.6 inch x23.62 inch      Weight Capacity: 350 lbs               âœ¨ã€Fashion &amp; Comfortã€‘An elegant blend of comfort and style, this armless office chair is the perfect seating solution for your workspace.&nbsp; The ergonomic design delivers a sleek look and provides plenty of durability and support for long-term use.&nbsp; Effortlessly works with any Decorate to create an impression of comfort and elegance, perfect for offices, bedrooms, studies, living rooms, dressers, parlors and dormitory.   âœ¨ã€Wide Seat &amp; Heavy Duty Baseã€‘The Task chair has a very wide seat, you can comfortably sit cross-legged or curled up in the chair.&nbsp; Also, this chair uses an SGS Certified 3-Class Gas Lift that can hold up to 350 pounds.&nbsp; The huge black painted cross metal base with non-slip pads keeps the chair stable and prevents scratches on the floor.   âœ¨ã€Multi-Functionã€‘The office chair with 5'' adjustable height, 360 degree swivel angle and 100Â°-115Â° tilt angle, whether for office or leisure, it provides you with the most comfortable height and angle.&nbsp; You can use the powerful lever to adjust the seat height or keep the backrest upright, and turn the knob under the seat to control the tilt tension.   âœ¨ã€Easy To Assembleã€‘This vanity chair comes with all the hardware and necessary tools, as well as detailed instructions.&nbsp; Assembling this office chair yourself in the office or at home is easy and takes only 15 minutes. This would be a great choice for a gift for your girlfriend,wife and daughters!   âœ¨ã€Excellent Customer Serviceã€‘&nbsp;If there is any problem with the office chair, please contact us directly. Our customer support team will respond within 24 hours!&nbsp; 100% satisfactory solution if any issue!  ",Walmart,0.14821326753747763
